2.490626633069261239e+37 9.102535840000000045e-01 1.717862502228298404e-04
1.409299882098749061e+37 5.474676490000000006e-01 3.035942991515135319e-04
1.181442701510648653e+38 3.785157200000000000e-01 3.621465598399348663e-05
3.284054852311704633e+37 6.855347160000000439e-01 1.302826625136621597e-04
1.337844973699928130e+39 9.943842290000000084e-01 3.198094087215565830e-06
1.228876785218101502e+39 2.908163959999999770e-01 3.481678677200696090e-06
5.693245686371841698e+38 9.999558330000000161e-01 7.515140458881928442e-06
1.632118437110805240e+37 7.122323510000000413e-01 2.621472806578148689e-04
7.648487501146552188e+39 2.151637520000000137e-01 5.593987176365815741e-07
1.949122882523426128e+38 5.334297420000000400e-01 2.195117680041592167e-05
2.497332694793212865e+37 9.927725200000000472e-01 1.713249543771772640e-04
1.505889291938508704e+39 9.600980879999999607e-01 2.841214239921372463e-06
2.492727133877522397e+39 2.916311320000000151e-01 1.716414942435101961e-06
2.704863833752000924e+37 8.557687999999999962e-01 1.581800180331402548e-04
2.685226069306408224e+39 1.515932680000000032e-01 1.593368301055542661e-06
2.634945215979863445e+39 8.278481960000000361e-01 1.623773456105700478e-06
2.014826025094040403e+39 7.321909669999999704e-01 2.123535256499928234e-06
2.048137132412403071e+38 5.829508899999999993e-01 2.088997866544853603e-05
6.081007471381872255e+39 8.750894670000000097e-01 7.035929687862278755e-07
7.057444231463012126e+39 6.478071810000000097e-01 6.062469584848362547e-07
1.766558555551616918e+39 2.877667250000000010e-01 2.421971287934355253e-06
2.563281025526057850e+39 5.734767320000000446e-01 1.669170901431973723e-06
1.958437568068978387e+38 7.003348470000000381e-01 2.184677300803345538e-05
1.887965512205234125e+37 7.695611719999999600e-01 2.266224712443633282e-04
1.145125103774603129e+40 9.315857889999999975e-01 3.736320237760641570e-07
1.226661684348517411e+38 2.181931589999999976e-01 3.487965878931934357e-05
7.168951018832048011e+37 9.887641670000000271e-01 5.968173152196900330e-05
1.620504685461335271e+39 8.846159580000000355e-01 2.640260246321200345e-06
2.823682115909817341e+39 6.780221309999999446e-02 1.515239295490672890e-06
1.230478655937145903e+38 9.758893250000000297e-01 3.477146132813015275e-05
8.837392193085842713e+39 5.501766200000000051e-01 4.841421548936392125e-07
