1.181442701510648653e+38 3.785157200000000000e-01 3.621465598399348663e-05
3.243042411890149552e+37 6.801416279999999981e-01 1.319302542672306621e-04
1.337844973699928130e+39 9.943842290000000084e-01 3.198094087215565830e-06
5.674109442851478273e+38 9.749273059999999935e-01 7.540485679900194735e-06
7.648473548134969413e+39 2.077779019999999865e-01 5.593997381404426111e-07
2.497319389401606869e+37 9.927172060000000187e-01 1.713258671741625324e-04
2.492689497299191683e+39 2.903275189999999784e-01 1.716440858212217089e-06
2.014826025094040403e+39 7.321909669999999704e-01 2.123535256499928234e-06
7.057444231463012126e+39 6.478071810000000097e-01 6.062469584848362547e-07
1.781828836322734788e+39 2.879997189999999874e-01 2.401214983606791338e-06
2.563245542377799079e+39 5.753319860000000174e-01 1.669194007856069740e-06
1.834864014398102579e+37 8.073475959999999452e-01 2.331809914210080748e-04
1.145124049614319671e+40 9.307917949999999774e-01 3.736323677283549506e-07
1.702426975306115816e+39 9.426928759999999574e-01 2.513208591065394187e-06
8.837392193085842713e+39 5.501766200000000051e-01 4.841421548936392125e-07
1.441572086313871366e+40 8.374354240000000393e-01 2.967977904553599239e-07
2.396093393493618346e+40 4.293344909999999848e-01 1.785637451202379000e-07
4.325891078953141270e+40 6.976170539999999587e-01 9.890572882931225536e-08
2.081246170414518455e+40 6.864269379999999865e-01 2.055765512423093662e-07
1.108723855447666608e+39 6.552286739999999554e-01 3.858989845828891336e-06
2.468757405679515167e+40 5.123497839999999748e-01 1.733080006224082593e-07
1.197276477767787790e+39 8.396605249999999909e-01 3.573572336422891357e-06
1.903193000324739659e+39 6.519606709999999916e-01 2.248092599789279766e-06
6.058786659868639676e+37 8.755081300000000510e-01 7.061734205530793840e-05
3.664508584923256564e+39 5.271469949999999516e-01 1.167565582354995882e-06
5.585004270435488126e+38 8.639631869999999658e-01 7.660789307985947891e-06
2.898432432065792484e+39 8.713933830000000214e-01 1.476161408030947543e-06
4.275931981515050379e+37 3.870402869999999829e-01 1.000613227361213592e-04
4.559919522006950532e+39 3.361424510000000088e-01 9.382959675827108758e-07
1.439154000123595752e+39 1.861459460000000066e-01 2.972964741531037625e-06
1.365092015243691527e+39 6.567566390000000309e-01 3.134260586263125032e-06
8.059944291528473347e+38 4.429195229999999817e-01 5.308416466969682559e-06
2.496808864448151620e+39 6.985159520000000510e-01 1.713608983419905010e-06
2.433702760554049133e+40 5.788770909999999548e-01 1.758042999066476586e-07
3.372863517447577859e+39 8.165413139999999625e-01 1.268522748657974289e-06
5.381201855826104653e+37 8.367511029999999961e-01 7.950926604562345260e-05
2.536514548976152329e+40 9.420648219999999684e-01 1.686784766019897331e-07
2.449463544889097172e+39 6.777148250000000207e-01 1.746731078700141146e-06
1.019426383552947941e+37 6.974991560000000090e-01 4.197021157220795842e-04
1.158043520773940733e+37 3.323957619999999835e-01 3.694640160968537339e-04
4.566923251242678126e+40 9.493692519999999968e-01 9.368570183080244265e-08
1.277662558739969894e+39 9.067390560000000432e-01 3.348735603726473364e-06
2.596518206580056607e+37 6.635528800000000116e-01 1.647804390186118604e-04
3.182566873387310536e+40 8.532722000000000362e-01 1.344372096554564534e-07
4.110065233640225335e+40 9.750873450000000497e-01 1.040994207338006162e-07
1.256597076435330717e+40 7.445244189999999929e-01 3.404873511355009454e-07
3.007180788920156412e+39 4.798333639999999845e-01 1.422779141102847581e-06
1.828248418327941106e+38 8.123335240000000290e-01 2.340247669358760203e-05
3.256683463530935510e+39 8.583997490000000452e-01 1.313776468580076116e-06
1.548323480679739705e+39 8.482424020000000064e-01 2.763346389426612282e-06
6.397452209224012409e+38 9.910461310000000523e-01 6.687903184070486338e-06
5.205134506662215738e+38 4.425748290000000029e-01 8.219872309782865215e-06
1.938148174426156426e+40 9.610545640000000001e-01 2.207547470547544886e-07
3.182797444419638343e+39 5.823709369999999774e-01 1.344274706360074478e-06
6.013574599389431557e+39 9.448593849999999961e-01 7.114826679684347936e-07
5.798394900276591166e+38 1.693445150000000010e-01 7.378859449184308817e-06
8.364083405792790029e+39 6.759516599999999542e-01 5.115389089780676696e-07
1.189648387927408462e+37 7.457699780000000001e-01 3.596486275625398132e-04
7.758372197359284774e+38 5.561987760000000058e-01 5.514757466079152466e-06
2.728507817436485160e+40 7.886696460000000020e-01 1.568093033363794403e-07
2.097993961205739041e+40 5.693755750000000226e-01 2.039354821375117036e-07
1.211831708043033166e+38 2.608180339999999764e-01 3.530650396093505303e-05
8.077665078903725155e+39 7.239509819999999651e-01 5.296770859162033281e-07
1.627292819435250298e+40 7.432146670000000510e-01 2.629246592193327635e-07
6.790234042220193691e+39 8.685054779999999974e-01 6.301040690788694091e-07
1.793877653558712521e+37 5.255868430000000258e-01 2.385086904624161516e-04
6.349932501599339460e+39 7.874689700000000459e-01 6.737952094645378522e-07
4.847928600271290351e+39 8.760213260000000446e-01 8.825530350759240327e-07
2.894308773702062964e+40 8.449836969999999781e-01 1.478264564885444398e-07
1.388679607112778324e+38 7.516458630000000252e-01 3.081023209447426641e-05
1.817046028259038861e+40 9.425599580000000310e-01 2.354675684302946389e-07
6.756053842966714749e+38 8.525248170000000458e-01 6.332918889411941112e-06
2.290870840234250347e+40 6.823741789999999696e-01 1.867654005130775952e-07
1.368306463691068545e+40 6.830559969999999703e-01 3.126897528832254771e-07
1.661870427033797139e+39 3.984330300000000213e-01 2.574541330299387902e-06
5.569908886609081620e+38 9.317475560000000323e-01 7.681551327144878642e-06
5.481774693778269898e+39 6.553450229999999710e-01 7.805052814113095380e-07
1.968418020531173135e+39 3.188495040000000058e-01 2.173600350827029027e-06
2.365781356800256625e+40 2.579199369999999880e-01 1.808516280552481848e-07
4.778222445566495883e+38 4.467920659999999877e-01 8.954279857712961249e-06
2.814795782572412412e+39 8.005942700000000523e-01 1.520022918355618073e-06
2.970289953076985868e+39 2.169764190000000037e-01 1.440449978820606403e-06
6.626575462418495829e+39 6.655259730000000484e-01 6.456659437843726637e-07
1.177335198720271810e+40 8.087161779999999522e-01 3.634100216022985198e-07
6.582864952606959043e+38 8.902492520000000464e-01 6.499531937544006386e-06
2.780692613158303122e+40 6.773212549999999554e-01 1.538664892248278326e-07
2.929393663391947868e+40 7.476152780000000497e-01 1.460559621422360378e-07
2.298378904128096289e+37 4.918710889999999836e-01 1.861552980805790413e-04
4.186828425354675858e+36 2.572051579999999893e-01 1.021908152264051385e-03
6.259008415873349538e+37 9.106280209999999542e-01 6.835833754672779056e-05
1.585476921112055918e+38 9.727665779999999929e-01 2.698591220741213592e-05
1.222262917838712328e+39 6.766632200000000097e-01 3.500518618012589210e-06
1.731564065895218178e+39 7.639585730000000297e-01 2.470918740040260887e-06
1.267455363891869400e+39 9.140259029999999729e-01 3.375703967091199849e-06
8.570413810563203490e+38 2.541592420000000074e-01 4.992237474843282732e-06
2.731564771261342391e+37 3.236410020000000110e-01 1.566338146184655545e-04
1.874356465685304894e+39 8.399079440000000174e-01 2.282678977201101766e-06
2.639585089357556875e+38 9.891857499999999748e-01 1.620919180537632020e-05
4.869496437242988666e+38 4.709116219999999742e-01 8.786440559392288610e-06
4.341548005915031862e+38 9.612079860000000142e-01 9.854904504502994960e-06
4.756341007690508064e+38 9.249206779999999961e-01 8.995473817127131060e-06
1.762728433259829164e+39 4.084369540000000187e-01 2.427233837766170582e-06
1.666038712401855092e+39 9.584491250000000129e-01 2.568100049627658289e-06
4.804324994553015096e+38 9.927832479999999515e-01 8.905630041372486063e-06
2.662894113153217994e+39 8.138941530000000091e-01 1.606730841781174410e-06
6.505655983838538273e+39 2.329240589999999889e-01 6.576668226278273833e-07
1.877239596123886546e+39 3.343640270000000081e-01 2.279173158735378296e-06
4.092015631668841762e+39 6.609509590000000046e-01 1.045585961815079047e-06
6.275029370652083293e+38 2.524470690000000239e-01 6.818380994376428323e-06
2.027673214849187431e+39 6.610624189999999567e-01 2.110080691833289703e-06
3.065514335527889204e+39 2.065306160000000002e-01 1.395705135159325762e-06
9.076787844543359154e+37 2.563826739999999771e-01 4.713731524057730075e-05
2.069289316002262624e+39 9.285714630000000414e-01 2.067644223025662899e-06
2.689609549568902353e+38 3.568873699999999816e-01 1.590771456283155539e-05
1.594475422898809993e+39 5.977056619999999709e-01 2.683361586233953250e-06
3.067604990360825871e+38 5.310767290000000251e-01 1.394753924786626868e-05
3.665310471437586411e+38 8.809806110000000245e-01 1.167310145577570767e-05
5.051650023820421340e+37 5.445406440000000181e-01 8.469617015877621948e-05
1.029183046406694905e+39 8.394267560000000516e-01 4.157233365764245212e-06
3.394030084970208790e+38 9.778201579999999948e-01 1.260611719073303183e-05
2.377711805106376295e+38 7.591220739999999800e-01 1.799441837657607366e-05
1.892221594983720470e+38 8.612314460000000116e-01 2.261127402489883202e-05
3.536012879440828842e+38 6.063249109999999664e-01 1.209993924195603626e-05
7.701323920685229067e+38 7.100119590000000258e-01 5.555608547393910547e-06
3.095854607076792166e+38 3.388162550000000106e-01 1.382026820710664995e-05
7.694649068973131489e+39 4.180771409999999855e-01 5.560427852717897241e-07
9.791670414332964658e+37 7.111649509999999896e-01 4.369585493541421186e-05
1.780266421991006663e+39 3.947280049999999929e-01 2.403322360714848944e-06
1.489490287543159800e+39 6.693670750000000336e-01 2.872495467599232394e-06
2.180278888847816706e+38 6.359483000000000219e-01 1.962388445756054365e-05
2.361371394077388105e+40 9.972929360000000187e-01 3.623787525106764474e-07
3.805066876259951210e+40 1.975850759999999984e-01 1.124435979481719152e-07
2.822727585056568065e+39 7.051424679999999945e-02 1.515751687357765470e-06
2.925079696094825602e+38 8.908825519999999942e-01 1.462713684592237296e-05
1.389859569103044678e+38 9.704061149999999580e-01 3.078407484550397600e-05
1.010646500162614445e+38 8.221305009999999580e-01 4.233482329689341285e-05
2.596786871929616662e+38 5.750467780000000362e-01 1.647633907214535041e-05
1.910183144929922281e+37 7.215138669999999754e-01 2.239865905715427796e-04
8.526613285577028860e+37 5.589411260000000103e-01 5.017882196250275428e-05
5.192975281156439816e+39 9.819183350000000310e-01 1.647823788234169694e-06
